,yyyymm,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,l-s
1,199503,-0.5208723936008874,0.27150525769853495,0.3841797333109349,-0.022695582646222456,0.8209423396039519,1.9428276949954664,-0.025731279009818725,0.4897067682664086,0.25320548157589307,-0.30510248925058786,-0.03423009564970039
2,199504,-1.506765680399406,0.8576543508349366,-0.309266197947676,-0.5111715619607999,0.25377368006297873,0.04621714956094031,0.32624784943665786,0.9302674754969753,1.5062876004830639,0.4460881380636037,1.6828538184630097
3,199505,0.33781024931964904,1.3376971322940971,0.6065819443563336,1.3330911383425972,1.3141529911360073,0.913444844037179,2.3732867134908977,0.275495658752602,1.6077148898585765,1.996446900867145,1.368636651547496
4,199506,-1.6157580930203996,-1.6202275752094328,-2.6807335317583645,-4.151377270413663,-3.953643739388142,-3.989047801213315,-2.6266274430117966,-2.002006736532806,-2.923562621694396,-1.5295875990665224,-0.1838295060461228
5,199507,-0.3224885046285618,-1.0869181928746467,-1.3911757511263005,-1.381075073900556,-1.8581838910875363,-2.836090517948932,-3.6135982695706548,-2.713176427166688,-1.0614291193406644,-2.2792329868485055,-2.2467444822199436
6,199508,-2.2800201776087836,-2.5658961712702992,-0.9075337974163671,-0.6647000770228644,-3.211302707622562,-1.0570770933099642,-1.6791078124592602,0.08281710929933406,-0.5958048956426908,-1.5630543922186206,0.4169657853901632
7,199509,-2.0600621181532315,0.2492036049852685,2.7510964099148287,1.6884953570591599,0.8888815632122833,3.2837202568226855,3.7757893031347516,1.0726061968270797,1.0428780135553417,-0.1062478359652973,1.6938142821879343
8,199510,-0.3865716475537369,4.499369485329227,2.124633996113286,2.261130375568948,3.411809738516434,1.7502072311270669,3.0325031222082406,4.140477628978902,2.010543056235547,3.0286751467868203,3.105246794340557
9,199511,-2.190549528298864,-2.017015328560479,0.35119593142045785,0.30879686552958513,-0.9633271735766344,1.1520096666874302,0.9527982568868811,1.6009721682129956,-0.13714532205639302,0.07912213466259793,1.9796716629614624
10,199512,-2.9757253318529715,-0.8200102454682205,-0.7521730609071878,0.2268963379518259,-1.2432215301533558,1.1042975500555403,0.716754625930635,0.4790875986451092,1.9067149557762224,0.47747699428683044,3.1932023261398026
11,199602,-0.43176834815861354,-3.8339722436397494,0.098484913236219,-2.235463156524461,-1.7330151368077946,-2.5556167811676587,-1.508842180257337,0.9092224334076457,-1.0587256088926527,0.3104218166837343,0.4421901648423478
12,199603,-2.148484908302054,-0.9865171857759307,-2.6811356851346506,0.5285863457612983,-2.005460428595523,0.73941810842,-2.148186208884845,-0.46596464626407985,-0.3325034342367972,-2.2742450198401025,-0.42576011153804866
13,199604,-1.4763160029899676,-2.42861664828367,-2.1285278733589426,-2.3936070357093593,-4.280366171027065,-2.307522375863062,-2.7656889577436914,-3.7871548545494482,-3.5825530694418077,-3.7919794081738623,-2.5956634051838945
14,199605,-1.0145397632365543,-1.4181149168661134,-0.19539974894046933,-0.045893786057786407,-2.165961771332693,1.2204522807890599,-0.30347881868486914,-1.2861637634669552,-1.74186092529955,-0.4910900913014089,0.24344967193514533
15,199606,-2.911173001076818,-0.11274099227045589,4.642748083082893,2.2594233421782266,1.8009108285953128,2.8982477626539094,2.5087476497311885,2.2094168514763886,1.8013762408919503,3.810830933518681,6.432003934595499
16,199607,-1.5582720017356946,0.5850364418490497,2.6829471225832,3.5560853510067147,7.320858174743511,4.474843688690113,4.746174430906193,2.9364753277870803,1.4331077816621822,2.533027379047293,3.8012993807829876
17,199608,-1.8295367687856072,-2.333795499086968,-2.2937380552877698,-2.1830440599334278,-2.401610761982131,-2.270066109187885,-1.4514276765426326,-3.3928980851996227,-2.2286344642138385,-3.485604233020759,-1.9660674642351519
18,199609,0.9874593369943965,2.2607546170085637,-0.17020935147003557,1.3296366409757598,3.2664848779301945,0.6836408757768627,1.0355400022977876,-0.23383383887269438,0.3927234145829698,-1.9076213738724963,-3.175080710866893
19,199610,-2.724728709454467,1.8610204560516548,1.9795193672893083,0.7223298567800491,3.948710386653005,3.605857711325164,5.557820710815332,1.6456058240226652,3.15060715988508,4.125280708892855,6.550009418347321
20,199611,-0.11682536294052698,1.7572861983234738,5.441676310204006,2.7292320145847793,3.2906342699832383,0.3021924976192395,1.7431376252514332,2.039956773037435,1.195470108677727,0.9507147899321756,0.7075401528727027
