,permno,yyyymm,predicted_ret
0,10006.0,195107,0.2986155152320862
1,10006.0,195108,0.299389123916626
2,10006.0,195109,0.2987487316131592
3,10006.0,195110,0.3009808361530304
4,10006.0,195111,0.2992404103279114
5,10006.0,195112,0.30025437474250793
6,10006.0,195201,0.3008309602737427
7,10006.0,195202,0.3005466163158417
8,10006.0,195203,0.3009606599807739
9,10006.0,195204,0.3007354140281677
10,10006.0,195205,0.3018414080142975
11,10006.0,195206,0.30402910709381104
12,10014.0,195107,0.2910903990268707
13,10014.0,195108,0.2907995283603668
14,10014.0,195109,0.29121100902557373
15,10014.0,195110,0.29043301939964294
16,10014.0,195111,0.2914562225341797
17,10014.0,195112,0.29219546914100647
18,10014.0,195201,0.2918147146701813
19,10014.0,195202,0.29001250863075256
20,10014.0,195203,0.288821280002594
21,10014.0,195204,0.2898186445236206
22,10014.0,195205,0.2901625633239746
23,10014.0,195206,0.2901976704597473
24,10022.0,195107,0.2899152636528015
25,10022.0,195108,0.2897088825702667
26,10022.0,195109,0.2896701395511627
27,10022.0,195110,0.289044588804245
28,10022.0,195111,0.2896035611629486
29,10022.0,195112,0.28960180282592773
30,10022.0,195201,0.2891532778739929
31,10022.0,195202,0.2900354862213135
32,10022.0,195203,0.29046571254730225
33,10022.0,195204,0.2900110185146332
34,10022.0,195205,0.29035675525665283
35,10022.0,195206,0.2895420491695404
36,10030.0,195107,0.30019712448120117
37,10030.0,195108,0.2993954122066498
38,10030.0,195109,0.30287066102027893
39,10030.0,195110,0.3009064495563507
40,10030.0,195111,0.30115047097206116
41,10030.0,195112,0.3014853000640869
42,10030.0,195201,0.3025369644165039
43,10030.0,195202,0.2602709233760834
44,10030.0,195203,0.30132201313972473
45,10030.0,195204,0.301198810338974
46,10030.0,195205,0.3000714182853699
47,10030.0,195206,0.3017362952232361
48,10057.0,195107,0.30108538269996643
49,10057.0,195108,0.3037542700767517
50,10057.0,195109,0.2603466212749481
51,10057.0,195110,0.3018016815185547
52,10057.0,195111,0.30184686183929443
53,10057.0,195112,0.3010985255241394
54,10057.0,195201,0.26040294766426086
55,10057.0,195202,0.3014622628688812
56,10057.0,195203,0.30072933435440063
57,10057.0,195204,0.30093348026275635
58,10057.0,195205,0.26042741537094116
59,10057.0,195206,0.2998763918876648
60,10102.0,195107,0.29640382528305054
61,10102.0,195108,0.2963687479496002
62,10102.0,195109,0.29534512758255005
63,10102.0,195110,0.29408755898475647
64,10102.0,195111,0.29241421818733215
65,10102.0,195112,0.29350385069847107
66,10102.0,195201,0.29368525743484497
67,10102.0,195202,0.2940923273563385
68,10102.0,195203,0.2933029234409332
69,10102.0,195204,0.2924773097038269
70,10102.0,195205,0.29528576135635376
71,10102.0,195206,0.2930266559123993
72,10137.0,195107,0.29580163955688477
73,10137.0,195108,0.29497212171554565
