,permno,yyyymm,predicted_ret
0,10006.0,195107,-0.33519598841667175
1,10006.0,195108,-0.3325332701206207
2,10006.0,195109,-0.33234238624572754
3,10006.0,195110,-0.33047372102737427
4,10006.0,195111,-0.328330397605896
5,10006.0,195112,-0.3286820352077484
6,10006.0,195201,-0.3292958438396454
7,10006.0,195202,-0.32869207859039307
8,10006.0,195203,-0.3270244002342224
9,10006.0,195204,-0.3283576965332031
10,10006.0,195205,-0.3240182399749756
11,10006.0,195206,-0.3203634023666382
12,10014.0,195107,-0.38570281863212585
13,10014.0,195108,-0.38447922468185425
14,10014.0,195109,-0.38481849431991577
15,10014.0,195110,-0.38399738073349
16,10014.0,195111,-0.3848143219947815
17,10014.0,195112,-0.38554996252059937
18,10014.0,195201,-0.3861592411994934
19,10014.0,195202,-0.38495591282844543
20,10014.0,195203,-0.38476642966270447
21,10014.0,195204,-0.38460734486579895
22,10014.0,195205,-0.38485032320022583
23,10014.0,195206,-0.3847726881504059
24,10022.0,195107,-0.380767822265625
25,10022.0,195108,-0.3786471486091614
26,10022.0,195109,-0.37832576036453247
27,10022.0,195110,-0.37997111678123474
28,10022.0,195111,-0.38041186332702637
29,10022.0,195112,-0.38023120164871216
30,10022.0,195201,-0.38147854804992676
31,10022.0,195202,-0.38109201192855835
32,10022.0,195203,-0.3809640407562256
33,10022.0,195204,-0.3814500570297241
34,10022.0,195205,-0.38038671016693115
35,10022.0,195206,-0.3806915879249573
36,10030.0,195107,-0.328443318605423
37,10030.0,195108,-0.3294462263584137
38,10030.0,195109,-0.3265490233898163
39,10030.0,195110,-0.3285365700721741
40,10030.0,195111,-0.32740655541419983
41,10030.0,195112,-0.32517799735069275
42,10030.0,195201,-0.32760727405548096
43,10030.0,195202,-0.3615550100803375
44,10030.0,195203,-0.32524222135543823
45,10030.0,195204,-0.328368604183197
46,10030.0,195205,-0.3284148573875427
47,10030.0,195206,-0.32751011848449707
48,10057.0,195107,-0.32743531465530396
49,10057.0,195108,-0.328694224357605
50,10057.0,195109,-0.3655118942260742
51,10057.0,195110,-0.3261744976043701
52,10057.0,195111,-0.32784512639045715
53,10057.0,195112,-0.3289167881011963
54,10057.0,195201,-0.36598724126815796
55,10057.0,195202,-0.3316878378391266
56,10057.0,195203,-0.32976627349853516
57,10057.0,195204,-0.3298170566558838
58,10057.0,195205,-0.3658117651939392
59,10057.0,195206,-0.33060216903686523
60,10102.0,195107,-0.33794552087783813
61,10102.0,195108,-0.3374399244785309
62,10102.0,195109,-0.33937883377075195
63,10102.0,195110,-0.34846681356430054
64,10102.0,195111,-0.34841132164001465
65,10102.0,195112,-0.3535503149032593
66,10102.0,195201,-0.3479934334754944
67,10102.0,195202,-0.35180598497390747
68,10102.0,195203,-0.3538358807563782
69,10102.0,195204,-0.35151344537734985
70,10102.0,195205,-0.3529743254184723
71,10102.0,195206,-0.34833237528800964
72,10137.0,195107,-0.3393450379371643
73,10137.0,195108,-0.3395110070705414
74,10137.0,195109,-0.34305256605148315
75,10137.0,195110,-0.3414432406425476
76,10137.0,195111,-0.33854568004608154
77,10137.0,195112,-0.3391034007072449
78,10137.0,195201,-0.3389950394630432
79,10137.0,195202,-0.3368346691131592
80,10137.0,195203,-0.3355421721935272
81,10137.0,195204,-0.33837056159973145
82,10137.0,195205,-0.3335632085800171
83,10137.0,195206,-0.33425644040107727
84,10145.0,195107,-0.30482423305511475
85,10145.0,195108,-0.30390381813049316
86,10145.0,195109,-0.30387401580810547
87,10145.0,195110,-0.30640530586242676
88,10145.0,195111,-0.3053072988986969
89,10145.0,195112,-0.30272531509399414
90,10145.0,195201,-0.3039606809616089
91,10145.0,195202,-0.30599361658096313
92,10145.0,195203,-0.30532610416412354
93,10145.0,195204,-0.3071955442428589
94,10145.0,195205,-0.30809104442596436
95,10145.0,195206,-0.3055257201194763
96,10153.0,195107,-0.31975799798965454
97,10153.0,195108,-0.3179130554199219
98,10153.0,195109,-0.3155222237110138
99,10153.0,195110,-0.31452471017837524
100,10153.0,195111,-0.31583428382873535
101,10153.0,195112,-0.3139233887195587
102,10153.0,195201,-0.31380289793014526
103,10153.0,195202,-0.3166099786758423
104,10153.0,195203,-0.31478655338287354
