,permno,yyyymm,predicted_ret
0,10006.0,195107,0.06818360090255737
1,10006.0,195108,0.06836578249931335
2,10006.0,195109,0.06815622746944427
3,10006.0,195110,0.0688609629869461
4,10006.0,195111,0.06779911369085312
5,10006.0,195112,0.06790852546691895
6,10006.0,195201,0.06790727376937866
7,10006.0,195202,0.06858654320240021
8,10006.0,195203,0.06764721870422363
9,10006.0,195204,0.06783555448055267
10,10006.0,195205,0.06768693029880524
11,10006.0,195206,0.06744683533906937
12,10014.0,195107,0.06741507351398468
13,10014.0,195108,0.06778852641582489
14,10014.0,195109,0.06728684157133102
15,10014.0,195110,0.06711365282535553
16,10014.0,195111,0.06745833158493042
17,10014.0,195112,0.0670909583568573
18,10014.0,195201,0.06748899817466736
19,10014.0,195202,0.06746581196784973
20,10014.0,195203,0.0675402581691742
21,10014.0,195204,0.06740275025367737
22,10014.0,195205,0.0673096776008606
23,10014.0,195206,0.06743447482585907
24,10022.0,195107,0.06761321425437927
25,10022.0,195108,0.06780307739973068
26,10022.0,195109,0.06848331540822983
27,10022.0,195110,0.06813265383243561
28,10022.0,195111,0.06861080229282379
29,10022.0,195112,0.06819428503513336
30,10022.0,195201,0.06827948987483978
31,10022.0,195202,0.06867404282093048
32,10022.0,195203,0.06820958852767944
33,10022.0,195204,0.0685371458530426
34,10022.0,195205,0.06849128007888794
35,10022.0,195206,0.06837612390518188
36,10030.0,195107,0.06863215565681458
37,10030.0,195108,0.0688641369342804
38,10030.0,195109,0.06899449229240417
39,10030.0,195110,0.06831316649913788
40,10030.0,195111,0.0684366524219513
41,10030.0,195112,0.06896136701107025
42,10030.0,195201,0.069008007645607
43,10030.0,195202,0.0675826221704483
44,10030.0,195203,0.0687943696975708
45,10030.0,195204,0.06847430765628815
46,10030.0,195205,0.06877364218235016
47,10030.0,195206,0.06842529773712158
48,10057.0,195107,0.06856568157672882
49,10057.0,195108,0.06853871047496796
50,10057.0,195109,0.06588821113109589
51,10057.0,195110,0.06858576834201813
52,10057.0,195111,0.0683220773935318
53,10057.0,195112,0.06882447749376297
54,10057.0,195201,0.06540291011333466
55,10057.0,195202,0.06827517598867416
56,10057.0,195203,0.06889906525611877
57,10057.0,195204,0.06866702437400818
58,10057.0,195205,0.06602880358695984
59,10057.0,195206,0.06869079172611237
60,10102.0,195107,0.06880747526884079
61,10102.0,195108,0.06837306916713715
62,10102.0,195109,0.0685972347855568
63,10102.0,195110,0.06877471506595612
64,10102.0,195111,0.06927702575922012
65,10102.0,195112,0.06905457377433777
