,permno,yyyymm,predicted_ret
0,10006.0,195107,0.20207911729812622
1,10006.0,195108,0.20257358253002167
2,10006.0,195109,0.2023478001356125
3,10006.0,195110,0.2028338611125946
4,10006.0,195111,0.20326851308345795
5,10006.0,195112,0.203220397233963
6,10006.0,195201,0.20281125605106354
7,10006.0,195202,0.2030722051858902
8,10006.0,195203,0.2026728391647339
9,10006.0,195204,0.202182799577713
10,10006.0,195205,0.20331193506717682
11,10006.0,195206,0.2037874013185501
12,10014.0,195107,0.20270703732967377
13,10014.0,195108,0.20113025605678558
14,10014.0,195109,0.2029009610414505
15,10014.0,195110,0.19995735585689545
16,10014.0,195111,0.20146487653255463
17,10014.0,195112,0.20127396285533905
18,10014.0,195201,0.20313675701618195
19,10014.0,195202,0.20285926759243011
20,10014.0,195203,0.2035834640264511
21,10014.0,195204,0.20248331129550934
22,10014.0,195205,0.20024719834327698
23,10014.0,195206,0.20000606775283813
24,10022.0,195107,0.19799189269542694
25,10022.0,195108,0.19793780148029327
26,10022.0,195109,0.19761614501476288
27,10022.0,195110,0.19904343783855438
28,10022.0,195111,0.199820414185524
29,10022.0,195112,0.19912895560264587
30,10022.0,195201,0.19978126883506775
31,10022.0,195202,0.19983935356140137
32,10022.0,195203,0.20071691274642944
33,10022.0,195204,0.20051491260528564
34,10022.0,195205,0.2001066952943802
35,10022.0,195206,0.20081448554992676
36,10030.0,195107,0.20400598645210266
37,10030.0,195108,0.204242542386055
38,10030.0,195109,0.20397044718265533
39,10030.0,195110,0.2040596455335617
40,10030.0,195111,0.2038317620754242
41,10030.0,195112,0.20409490168094635
42,10030.0,195201,0.20426969230175018
43,10030.0,195202,0.1924358606338501
44,10030.0,195203,0.20412816107273102
45,10030.0,195204,0.20391923189163208
46,10030.0,195205,0.20431296527385712
47,10030.0,195206,0.20408287644386292
48,10057.0,195107,0.2032531201839447
49,10057.0,195108,0.20320206880569458
50,10057.0,195109,0.19224707782268524
51,10057.0,195110,0.20321223139762878
52,10057.0,195111,0.2029055804014206
53,10057.0,195112,0.20320868492126465
54,10057.0,195201,0.1918717324733734
55,10057.0,195202,0.2022756189107895
56,10057.0,195203,0.20237946510314941
57,10057.0,195204,0.20214857161045074
58,10057.0,195205,0.1911131739616394
59,10057.0,195206,0.20213548839092255
60,10102.0,195107,0.20049983263015747
61,10102.0,195108,0.2004227638244629
62,10102.0,195109,0.2005854696035385
63,10102.0,195110,0.19892056286334991
64,10102.0,195111,0.19913262128829956
65,10102.0,195112,0.19928555190563202
66,10102.0,195201,0.19956281781196594
67,10102.0,195202,0.19918300211429596
68,10102.0,195203,0.19848796725273132
69,10102.0,195204,0.19879162311553955
